order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDA01086,2018-07-08,14:15:12,Lunch,BK,"[('Fries', 7), ('Burger', 4), ('Chicken', 7)]",432.0,-37.8198164,144.9612635,0,8.058,
ORDJ02896,2018-03-10,10:11:49,Breakfast,TP,"[('Coffee', 10), ('Eggs', 10), ('Pancake', 5)]",416.25,-37.8229914,144.9762569,0,8.121,12.2301055
ORDZ02695,2018-07-10,14:15:12,Lunch,NS,"[('Fries', 7), ('Chicken', 9)]",372.0,-37.8245566,144.984639,0,9.481,
ORDB00154,2018-01-15,08:20:16,Breakfast,TP,"[('Eggs', 6), ('Pancake', 3), ('Cereal', 2), ('Coffee', 6)]",291.75,-37.8180651,144.9485562,1,9.051,5.4717929
ORDA10783,2018-12-08,19:19:26,Dinner,BK,"[('Pasta', 2), ('Shrimp', 6), ('Salmon', 10), ('Fish&Chips', 7)]",1034.0,-37.8123341,144.9468664,0,9.844,19.2778638
ORDZ03142,2018-05-05,12:03:22,Lunch,NS,"[('Fries', 5), ('Salad', 2), ('Steak', 3), ('Burger', 1)]",260.4,-37.8196857,144.9944302,0,9.821,17.5009714
ORDY09322,2018-11-25,18:49:00,Dinner,TP,"[('Salmon', 2), ('Shrimp', 5), ('Pasta', 1), ('Fish&Chips', 9)]",694.5,-37.8240292,144.9569847,0,8.406,
ORDC07602,2018-02-17,09:31:16,Breakfast,,"[('Pancake', 4), ('Cereal', 5), ('Coffee', 2)]",217.0,-37.8197841,144.9790342,0,8.625,15.6560374
ORDA00631,2018-10-25,17:48:10,Dinner,,"[('Pasta', 5), ('Shrimp', 8)]",569.5,-37.8182858,144.9787691,0,,13.4268592
ORDY04907,2018-05-07,12:03:22,Lunch,TP,"[('Steak', 7), ('Fries', 1), ('Chicken', 6), ('Salad', 3), ('Burger', 3)]",663.6,-37.8008187,144.948584,0,10.254,13.2816865
ORDA10525,2018-06-18,13:34:38,Lunch,BK,"[('Fries', 9), ('Steak', 6), ('Salad', 3), ('Burger', 9)]",708.6,-37.823541,144.9713033,0,7.91,14.0355531
ORDI01350,2018-11-27,18:59:09,Dinner,,"[('Salmon', 6), ('Pasta', 4), ('Fish&Chips', 2), ('Shrimp', 9)]",912.0,-37.8165505,145.0093423,0,10.821,16.7742226
ORDA05495,2018-11-10,18:18:35,Dinner,,"[('Pasta', 4), ('Fish&Chips', 1)]",145.0,-37.799738,144.9573739,0,8.403,17.7948127
ORDK00136,2018-05-30,12:54:05,Lunch,,"[('Burger', 8), ('Chicken', 2), ('Steak', 6)]",582.0,-37.8173846,144.9526723,0,,14.6019128
ORDI01964,2018-06-19,13:34:38,Lunch,NS,"[('Fries', 9), ('Salad', 7)]",228.4,-37.823107,145.0008062,0,10.576,16.6549195
ORDY02853,2018-11-10,18:18:35,Dinner,TP,"[('Fish&Chips', 7), ('Salmon', 8)]",573.0,-37.8131932,144.9364189,0,10.909,16.2341777
ORDC02460,2018-08-08,15:16:03,Lunch,NS,"[('Burger', 4), ('Steak', 9)]",529.0,-37.813012,144.9859131,0,8.576,13.5037401
ORDC09118,2018-11-28,18:59:09,Dinner,NS,"[('Shrimp', 2), ('Pasta', 7), ('Fish&Chips', 3), ('Salmon', 10)]",815.5,-37.8029619,144.9621058,0,7.055,13.1029151
ORDK00308,2018-02-19,09:31:16,Breakfast,BK,"[('Coffee', 2), ('Pancake', 5), ('Eggs', 10)]",356.25,-37.8237092,144.9869112,0,6.468,11.2986194
ORDB04047,2018-07-19,14:35:29,Lunch,TP,"[('Chicken', 10), ('Burger', 10), ('Salad', 4)]",698.8,-37.8062189,144.9818161,0,9.911,12.8936526
ORDA06353,2018-10-18,17:38:01,Dinner,BK,"[('Salmon', 10), ('Pasta', 2), ('Fish&Chips', 10), ('Shrimp', 10)]",1355.0,-37.8187568,144.967071,0,7.612,14.6633805
ORDX06536,2018-10-28,17:58:18,Dinner,,"[('Fish&Chips', 9), ('Pasta', 10)]",590.0,-37.8091669,144.9485268,0,8.927,18.8409548
ORDY01318,2018-08-22,15:36:20,Lunch,,"[('Steak', 9), ('Salad', 1)]",422.2,-37.8123955,144.9483077,0,10.302,13.2424878
ORDI05928,2018-10-14,17:27:53,Dinner,NS,"[('Salmon', 10), ('Fish&Chips', 10), ('Pasta', 8)]",980.0,-37.8167248,144.99431,0,9.608,17.5530808
ORDX06942,2018-12-25,19:49:51,Dinner,BK,"[('Salmon', 4), ('Fish&Chips', 4)]",304.0,-37.8251297,144.9567189,0,8.88,15.9373928
ORDB10955,2018-02-01,09:00:50,Breakfast,TP,"[('Eggs', 6), ('Cereal', 8)]",300.0,-37.8148317,144.9554309,0,8.528,11.0589529
ORDY03885,2018-04-27,11:53:14,Breakfast,,"[('Coffee', 7), ('Eggs', 2)]",96.5,-37.7999606,144.9942137,0,11.442,13.3372758
ORDX10918,2018-07-09,14:15:12,Lunch,BK,"[('Steak', 4), ('Salad', 6)]",283.2,-37.8219347,144.9554417,0,8.693,14.5888252
ORDC03844,2018-11-03,18:08:27,Dinner,NS,"[('Fish&Chips', 8), ('Salmon', 3), ('Pasta', 5), ('Shrimp', 10)]",1080.5,-37.8176644,144.9705281,0,8.715,16.1956344
ORDC00072,2018-05-24,12:43:56,Lunch,,"[('Chicken', 9), ('Steak', 8), ('Salad', 9), ('Fries', 6), ('Burger', 4)]",998.8,-37.8255311,144.9516784,0,,15.629661
ORDC07962,2018-04-03,11:02:32,Breakfast,NS,"[('Cereal', 6), ('Eggs', 10)]",346.0,-37.8032198,144.9740179,0,6.565,11.0877952
ORDJ05884,2018-11-18,18:38:52,Dinner,,"[('Salmon', 10), ('Fish&Chips', 8), ('Pasta', 8), ('Shrimp', 8)]",1342.0,-37.8194349,145.008352,0,11.335,17.0569772
ORDX09644,2018-08-25,15:46:28,Lunch,BK,"[('Burger', 6), ('Steak', 7), ('Fries', 6)]",573.0,-37.8175855,144.9689222,0,7.755,16.1700523
ORDC03233,2018-10-02,17:07:36,Dinner,,"[('Shrimp', 8), ('Pasta', 9), ('Salmon', 4), ('Fish&Chips', 10)]",1193.5,-37.8233067,144.9702097,0,,15.2028547
ORDZ04017,2018-06-17,13:34:38,Lunch,NS,"[('Chicken', 4), ('Salad', 3), ('Burger', 1)]",210.6,-37.8015587,144.9643303,0,6.839,14.33935
ORDY06337,2018-12-30,20:00:00,Dinner,,"[('Shrimp', 6), ('Pasta', 6), ('Fish&Chips', 6)]",699.0,-37.8049802,144.9249672,0,11.606,16.728292
ORDX07969,2018-01-04,08:00:00,Breakfast,BK,"[('Eggs', 1), ('Coffee', 4)]",52.0,-37.800225,145.00961,1,4.863,4.9728834
ORDA02747,2018-07-01,13:54:55,Lunch,,"[('Fries', 4), ('Chicken', 8), ('Steak', 5)]",529.0,-37.8187148,144.9671823,0,7.62,15.9064249
ORDJ04352,2018-02-01,09:00:50,Breakfast,TP,"[('Pancake', 3), ('Coffee', 5)]",110.25,-37.8148317,144.9554309,0,8.528,11.3320449
ORDY06236,2018-09-16,16:27:02,Dinner,TP,"[('Pasta', 6), ('Salmon', 1), ('Shrimp', 6), ('Fish&Chips', 10)]",880.0,-37.8040191,144.9648098,0,9.38,14.754337
ORDC02689,2018-10-05,17:07:36,Dinner,NS,"[('Salmon', 4), ('Fish&Chips', 2), ('Pasta', 5)]",371.5,-37.8081671,144.9558662,0,8.052,14.2517927
ORDY03008,2018-01-23,08:40:33,Breakfast,TP,"[('Eggs', 1), ('Pancake', 9), ('Cereal', 3)]",303.25,-37.8191382,144.9541652,0,8.402,11.2721925
ORDA06865,2018-03-18,10:32:06,Breakfast,BK,"[('Coffee', 3), ('Eggs', 3)]",88.5,-37.8128384,144.9735607,0,6.867,
ORDY02887,2018-09-26,16:57:27,Dinner,TP,"[('Fish&Chips', 3), ('Salmon', 8), ('Shrimp', 1), ('Pasta', 1)]",514.5,-37.816725,144.9990208,0,10.616,14.5421094
ORDK00525,2018-03-18,10:32:06,Breakfast,BK,"[('Eggs', 3), ('Cereal', 4), ('Coffee', 3)]",172.5,-37.8092351,144.9722247,0,6.707,13.572932
ORDK02035,2018-08-20,15:36:20,Lunch,BK,"[('Fries', 1), ('Salad', 8), ('Burger', 6), ('Steak', 9)]",740.6,-37.8100167,144.944937,0,9.275,15.2540877
ORDZ03442,2018-12-04,19:09:17,Dinner,,"[('Fish&Chips', 9), ('Shrimp', 8), ('Pasta', 1), ('Salmon', 8)]",1102.5,-37.8219082,144.9712269,0,8.912,14.9598084
ORDK10187,2018-03-31,10:52:23,Breakfast,BK,"[('Coffee', 5), ('Eggs', 8)]",213.5,-37.8246475,144.945698,0,9.7,17.2395777
ORDB09158,2018-09-14,16:27:02,Dinner,TP,"[('Fish&Chips', 6), ('Shrimp', 4), ('Pasta', 9), ('Salmon', 5)]",878.5,-37.8177544,144.9591013,0,7.933,12.6317262
ORDB10762,2018-06-19,13:34:38,Lunch,TP,"[('Chicken', 9), ('Burger', 8)]",536.0,-37.824998,144.99804,0,10.104,12.8927952
ORDB04121,2018-02-18,09:31:16,Breakfast,TP,"[('Coffee', 4), ('Cereal', 10), ('Pancake', 2)]",288.5,-37.8076501,144.9836197,0,9.917,14.3184266
ORDB04780,2018-05-31,12:54:05,Lunch,TP,"[('Salad', 4), ('Fries', 2)]",92.8,-37.7993717,144.9579071,0,9.788,12.9598534
ORDK03268,2018-05-02,12:03:22,Lunch,BK,"[('Chicken', 5), ('Salad', 4)]",228.8,-37.8116618,144.9654703,0,7.397,13.1108772
ORDA03256,2018-06-11,13:14:21,Lunch,BK,"[('Burger', 10), ('Steak', 1), ('Chicken', 6)]",547.0,-37.8138929,144.9592399,0,8.062,14.1516598
ORDI07302,2018-05-28,12:54:05,Lunch,NS,"[('Salad', 9), ('Chicken', 5), ('Fries', 7)]",398.8,-37.8222433,144.982888,0,9.078,
ORDA04217,2018-07-25,14:45:38,Lunch,,"[('Fries', 6), ('Salad', 2)]",106.4,-37.8116892,144.9564892,0,,14.2757218
ORDZ06918,2018-01-16,08:30:25,Breakfast,NS,"[('Coffee', 6), ('Pancake', 6)]",190.5,-37.8100887,145.0002385,1,9.492,7.8377856
ORDK06599,2018-11-16,18:28:43,Dinner,,"[('Pasta', 3), ('Shrimp', 6), ('Salmon', 9)]",775.5,-37.833683,144.9929974,0,7.763,14.6329223
ORDX05448,2018-07-07,14:15:12,Lunch,,"[('Steak', 8), ('Burger', 4), ('Chicken', 1), ('Salad', 5)]",602.0,-37.8182286,144.9645541,0,,15.7929247
ORDY00175,2018-06-13,13:24:30,Lunch,,"[('Salad', 8), ('Burger', 3), ('Steak', 7)]",545.6,-37.7998964,144.9289558,0,11.787,14.7588618
ORDB08276,2018-02-02,09:00:50,Breakfast,TP,"[('Pancake', 4), ('Cereal', 9), ('Eggs', 7), ('Coffee', 4)]",470.0,-37.8108545,144.9995943,0,11.138,13.4776592
ORDB02946,2018-09-10,16:16:54,Dinner,TP,"[('Shrimp', 5), ('Fish&Chips', 5)]",445.0,-37.7994664,144.9892871,0,11.1,
ORDY10959,2018-02-06,09:10:59,Breakfast,TP,"[('Pancake', 5), ('Eggs', 6), ('Coffee', 5)]",290.75,-37.8045641,144.9773979,0,9.703,12.2300597
ORDC10222,2018-02-09,09:10:59,Breakfast,NS,"[('Pancake', 6), ('Eggs', 6)]",277.5,-37.8002438,144.9597193,0,7.103,11.9043826
ORDK04417,2018-11-22,18:49:00,Dinner,BK,"[('Fish&Chips', 5), ('Shrimp', 9), ('Salmon', 8), ('Pasta', 3)]",1071.5,-37.811226,144.9731407,0,6.775,13.7202911
ORDY09518,2018-04-27,11:43:05,Breakfast,TP,"[('Eggs', 3), ('Coffee', 4)]",96.0,-37.8122974,145.004958,0,11.407,13.6833138
ORDZ10544,2018-09-14,16:27:02,Dinner,NS,"[('Salmon', 2), ('Pasta', 6)]",247.0,-37.8151294,144.9352547,0,10.104,16.1910739
ORDC04752,2018-02-26,09:51:32,Breakfast,NS,"[('Eggs', 5), ('Coffee', 3), ('Pancake', 7), ('Cereal', 9)]",491.25,-37.8042882,144.9555029,0,7.85,12.4954192
ORDA04493,2018-01-22,08:40:33,Breakfast,BK,"[('Pancake', 3), ('Eggs', 6)]",204.75,-37.8022962,145.012452,0,4.383,8.897935
ORDB03574,2018-01-17,08:30:25,Breakfast,TP,"[('Eggs', 5), ('Cereal', 7), ('Coffee', 5)]",294.5,-37.8064417,144.9579988,1,9.112,5.5829698
ORDX01078,2018-04-02,10:52:23,Breakfast,BK,"[('Coffee', 6), ('Pancake', 6)]",190.5,-37.817134,144.9531197,0,8.683,13.7350291
ORDJ08702,2018-04-27,11:53:14,Breakfast,TP,"[('Pancake', 1), ('Coffee', 8), ('Cereal', 7)]",231.25,-37.8209322,144.9716356,0,7.891,10.1206065
ORDX02032,2018-05-30,12:54:05,Lunch,,"[('Fries', 10), ('Steak', 8), ('Salad', 6)]",583.2,-37.8187668,144.9699889,0,7.5,12.7315669
ORDJ02728,2018-03-18,10:32:06,Breakfast,TP,"[('Eggs', 3), ('Coffee', 10), ('Pancake', 7)]",310.75,-37.8071026,144.9507483,0,9.429,13.0522695
ORDJ09467,2018-08-09,15:16:03,Lunch,TP,"[('Salad', 6), ('Fries', 2), ('Steak', 7)]",442.2,-37.7991869,144.9629765,0,9.901,13.1434423
ORDY05566,2018-01-26,08:50:42,Breakfast,,"[('Coffee', 10), ('Eggs', 1)]",97.0,-37.8248453,144.98898,0,,11.8749606
ORDA10658,2018-06-08,13:14:21,Lunch,BK,"[('Salad', 3), ('Chicken', 9), ('Burger', 2)]",401.6,-37.8049012,144.9517174,0,8.552,14.3152546
ORDC05926,2018-03-12,10:11:49,Breakfast,NS,"[('Cereal', 6), ('Eggs', 6), ('Coffee', 10), ('Pancake', 4)]",430.0,-37.822232,144.9828961,0,9.08,14.1212067
ORDI06410,2018-07-30,14:55:46,Lunch,,"[('Salad', 8), ('Steak', 9), ('Burger', 9), ('Fries', 5)]",881.6,-37.8010284,144.97023,0,6.138,11.6197205
ORDC10658,2018-01-13,08:20:16,Breakfast,NS,"[('Coffee', 10), ('Eggs', 3), ('Pancake', 9)]",359.25,-37.8192731,144.9885207,1,9.244,7.9122522
ORDA02214,2018-11-02,18:08:27,Dinner,BK,"[('Fish&Chips', 2), ('Shrimp', 3)]",232.0,-37.8193792,144.9612018,0,8.014,15.293431
ORDX01116,2018-11-03,18:08:27,Dinner,BK,"[('Fish&Chips', 6), ('Salmon', 2), ('Pasta', 3), ('Shrimp', 8)]",806.5,-37.7993751,145.0108819,0,4.715,13.9354953
ORDK10803,2018-10-09,17:17:44,Dinner,BK,"[('Salmon', 6), ('Pasta', 1)]",273.5,-37.8124452,144.9517995,0,8.629,15.2021595
ORDX02548,2018-05-18,12:33:48,Lunch,BK,"[('Burger', 6), ('Chicken', 7)]",410.0,-37.8125792,144.9690115,0,7.183,13.2410655
ORDJ09654,2018-10-12,17:27:53,Dinner,TP,"[('Pasta', 10), ('Shrimp', 6)]",599.0,-37.8193695,144.9624514,0,7.938,12.3395278
ORDX07654,2018-02-05,09:10:59,Breakfast,BK,"[('Pancake', 2), ('Coffee', 5)]",86.0,-37.8149457,144.9647656,0,7.655,12.7193159
ORDX10315,2018-09-27,16:57:27,Dinner,BK,"[('Salmon', 10), ('Fish&Chips', 6), ('Pasta', 3), ('Shrimp', 4)]",918.5,-37.8006735,145.0184852,0,5.558,12.3564494
ORDK03852,2018-01-09,08:10:08,Breakfast,BK,"[('Pancake', 3), ('Coffee', 1), ('Eggs', 4), ('Cereal', 8)]",336.25,-37.8031298,144.9826122,1,6.367,5.4944477
ORDX10096,2018-04-06,11:02:32,Breakfast,BK,"[('Cereal', 2), ('Coffee', 5), ('Eggs', 7), ('Pancake', 2)]",282.0,-37.824155,144.9842071,0,6.739,11.4250256
ORDB05013,2018-12-26,19:49:51,Dinner,TP,"[('Pasta', 5), ('Shrimp', 10), ('Salmon', 9)]",1046.5,-37.8111789,144.9990511,0,10.887,
ORDZ00018,2018-01-16,08:20:16,Breakfast,NS,"[('Cereal', 2), ('Eggs', 7), ('Coffee', 3)]",218.5,-37.8061632,144.9347763,1,9.959,
ORDI10618,2018-10-12,17:27:53,Dinner,NS,"[('Pasta', 8), ('Shrimp', 6)]",544.0,-37.7992427,144.983011,0,7.435,13.2729386
ORDA01654,2018-01-13,08:20:16,Breakfast,BK,"[('Coffee', 3), ('Cereal', 1)]",43.5,-37.8016728,144.9573532,1,8.204,8.2605705
ORDX01864,2018-08-12,15:26:11,Lunch,BK,"[('Chicken', 6), ('Burger', 3), ('Steak', 5), ('Salad', 8)]",647.6,-37.8129352,144.9879164,0,5.489,13.7537156
ORDI02376,2018-09-21,16:47:19,Dinner,NS,"[('Pasta', 7), ('Shrimp', 4), ('Fish&Chips', 4)]",548.5,-37.809067,144.9287565,0,9.943,
ORDX03778,2018-05-31,12:54:05,Lunch,BK,"[('Burger', 1), ('Chicken', 6), ('Steak', 5), ('Fries', 2)]",472.0,-37.8019303,144.9572928,0,8.182,14.2128659
ORDZ09781,2018-12-14,19:29:34,Dinner,,"[('Fish&Chips', 5), ('Pasta', 2), ('Shrimp', 6), ('Salmon', 9)]",923.0,-37.817115,144.9321309,0,9.684,15.6776253
ORDA04856,2018-01-08,08:10:08,Breakfast,BK,"[('Coffee', 7), ('Cereal', 4), ('Pancake', 8)]",330.5,-37.817493,144.9799953,1,6.622,5.660994
ORDJ05000,2018-09-11,16:16:54,Dinner,TP,"[('Pasta', 8), ('Salmon', 7), ('Fish&Chips', 5)]",682.0,-37.8094963,144.9637269,0,8.664,13.2299764
ORDB04678,2018-05-28,12:54:05,Lunch,TP,"[('Steak', 4), ('Salad', 2)]",214.4,-37.8008619,144.9448417,0,10.511,14.3795241
ORDZ10108,2018-07-17,14:25:21,Lunch,NS,"[('Salad', 7), ('Steak', 8), ('Fries', 2), ('Chicken', 10)]",824.4,-37.8075404,144.9484796,0,8.759,
ORDI03937,2018-01-11,08:20:16,Breakfast,NS,"[('Coffee', 4), ('Eggs', 3), ('Cereal', 7)]",243.0,-37.8072702,144.9569093,1,8.135,6.5244967
ORDK02836,2018-12-01,18:59:09,Dinner,BK,"[('Salmon', 3), ('Pasta', 8)]",343.0,-37.7994685,145.0048879,0,4.939,14.411286
ORDI07704,2018-01-27,08:50:42,Breakfast,NS,"[('Pancake', 7), ('Cereal', 5), ('Eggs', 9), ('Coffee', 7)]",525.25,-37.799333,144.963155,0,6.892,13.9487706
ORDX10385,2018-01-28,08:50:42,Breakfast,,"[('Coffee', 5), ('Eggs', 1), ('Cereal', 2)]",101.5,-37.8103392,144.9375626,0,9.961,17.5285204
ORDI00825,2018-07-04,14:05:04,Lunch,NS,"[('Steak', 8), ('Burger', 10)]",670.0,-37.8172438,144.9677642,0,8.284,13.3281506
ORDZ03740,2018-10-13,17:27:53,Dinner,NS,"[('Pasta', 7), ('Salmon', 3)]",315.5,-37.8212135,144.9557162,0,9.414,17.3325923
ORDA10706,2018-02-20,09:31:16,Breakfast,BK,"[('Coffee', 9), ('Cereal', 9), ('Eggs', 5)]",366.5,-37.8000018,144.9888741,0,6.116,11.0627423
ORDI07241,2018-11-04,18:08:27,Dinner,NS,"[('Salmon', 8), ('Pasta', 8), ('Fish&Chips', 9)]",863.0,-37.8115423,144.9525382,0,8.507,16.7126657
ORDI01450,2018-12-21,19:39:43,Dinner,NS,"[('Shrimp', 2), ('Pasta', 6), ('Fish&Chips', 1), ('Salmon', 4)]",472.0,-37.8149572,144.9327763,0,9.168,15.2205673
ORDX01105,2018-10-18,17:38:01,Dinner,BK,"[('Fish&Chips', 6), ('Pasta', 4)]",320.0,-37.8021809,144.9487348,0,8.906,16.0379644
ORDJ09949,2018-08-27,15:56:37,Lunch,,"[('Steak', 9), ('Salad', 8), ('Fries', 5), ('Burger', 8)]",850.6,-37.8172745,144.9533612,0,8.601,11.6833963
ORDJ09377,2018-09-11,16:27:02,Dinner,,"[('Fish&Chips', 2), ('Shrimp', 9), ('Pasta', 9)]",803.5,-37.8076589,144.97049,0,,13.6638883
ORDB09932,2018-03-05,10:01:41,Breakfast,TP,"[('Eggs', 6), ('Cereal', 8), ('Coffee', 1)]",307.5,-37.8134666,144.980399,0,9.026,12.0306166
ORDI06544,2018-12-12,19:29:34,Dinner,NS,"[('Salmon', 5), ('Fish&Chips', 6), ('Pasta', 10)]",690.0,-37.809592,144.9726055,0,7.291,13.2493851
ORDI05676,2018-09-24,16:47:19,Dinner,NS,"[('Pasta', 8), ('Fish&Chips', 3), ('Shrimp', 6), ('Salmon', 4)]",813.0,-37.8037623,144.9421027,0,9.051,14.8825946
ORDZ02266,2018-04-15,11:22:49,Breakfast,NS,"[('Coffee', 7), ('Cereal', 5)]",157.5,-37.8168593,144.9851153,0,8.832,16.4274895
ORDZ04073,2018-08-23,15:46:28,Lunch,,"[('Burger', 4), ('Fries', 3)]",160.0,-37.8068748,144.9375105,0,10.404,15.3594843
ORDZ08088,2018-05-04,12:03:22,Lunch,NS,"[('Fries', 1), ('Salad', 10)]",184.0,-37.801422,144.9951421,0,8.568,13.9860497
ORDK04355,2018-11-24,18:49:00,Dinner,BK,"[('Salmon', 4), ('Pasta', 1), ('Fish&Chips', 6)]",401.5,-37.8136045,144.9405053,0,9.65,19.1516204
ORDZ00794,2018-11-03,18:08:27,Dinner,NS,"[('Shrimp', 6), ('Salmon', 1), ('Fish&Chips', 4), ('Pasta', 5)]",642.5,-37.8101648,144.9964801,0,9.12,16.865947
ORDB10099,2018-03-13,10:21:58,Breakfast,TP,"[('Coffee', 2), ('Eggs', 3), ('Cereal', 7), ('Pancake', 3)]",300.75,-37.8144011,144.9493105,0,9.595,12.5542761
ORDJ01869,2018-12-23,19:49:51,Dinner,TP,"[('Pasta', 6), ('Fish&Chips', 6)]",375.0,-37.818971,145.0038358,0,10.932,16.1952759
ORDB04472,2018-10-25,17:48:10,Dinner,TP,"[('Shrimp', 9), ('Fish&Chips', 10), ('Pasta', 10), ('Salmon', 7)]",1398.0,-37.819261,144.9635501,0,7.835,
ORDC03099,2018-09-29,16:57:27,Dinner,,"[('Pasta', 10), ('Fish&Chips', 2), ('Shrimp', 6)]",669.0,-37.8096826,144.9468195,0,,16.219036
ORDZ00228,2018-06-08,13:14:21,Lunch,NS,"[('Salad', 7), ('Steak', 6)]",390.4,-37.8182341,144.9474408,0,9.595,14.8814661
ORDY01936,2018-04-02,11:02:32,Breakfast,TP,"[('Pancake', 8), ('Cereal', 3), ('Eggs', 10)]",477.0,-37.8064876,145.0038278,0,11.894,14.4610262
ORDA01588,2018-01-07,08:10:08,Breakfast,BK,"[('Eggs', 2), ('Pancake', 1)]",68.25,-37.8133334,144.9375814,1,10.13,9.0516529
ORDJ02382,2018-05-10,12:13:31,Lunch,TP,"[('Steak', 9), ('Chicken', 3)]",501.0,-37.8015088,144.9638554,0,9.585,13.1702301
ORDB09276,2018-01-18,08:30:25,Breakfast,,"[('Pancake', 4), ('Cereal', 4), ('Coffee', 9)]",248.5,-37.8122168,145.0156232,1,13.1,7.7141589
ORDJ09700,2018-10-16,17:27:53,Dinner,TP,"[('Salmon', 2), ('Fish&Chips', 8)]",362.0,-37.8196696,144.99427,0,10.115,14.2151339
ORDI08771,2018-12-20,19:39:43,Dinner,NS,"[('Pasta', 5), ('Shrimp', 6), ('Fish&Chips', 1)]",496.5,-37.8170276,144.9324375,0,9.719,15.6363189
ORDA10345,2018-11-24,18:49:00,Dinner,BK,"[('Pasta', 10), ('Fish&Chips', 3)]",380.0,-37.8190015,144.985083,0,6.199,15.9708164
ORDZ03377,2018-03-21,10:32:06,Breakfast,NS,"[('Pancake', 6), ('Coffee', 2)]",160.5,-37.8140025,144.9603382,0,8.175,13.3877039
ORDJ07122,2018-09-30,16:57:27,Dinner,TP,"[('Shrimp', 2), ('Fish&Chips', 1), ('Salmon', 9)]",512.0,-37.8123879,144.9738407,0,8.731,
ORDA01639,2018-10-17,17:38:01,Dinner,BK,"[('Fish&Chips', 7), ('Shrimp', 4), ('Salmon', 5)]",666.0,-37.8014154,144.948467,0,9.011,
ORDB03046,2018-02-12,09:21:07,Breakfast,TP,"[('Pancake', 6), ('Cereal', 5)]",250.5,-37.827091,144.9749192,0,8.683,
ORDC01332,2018-03-16,10:21:58,Breakfast,NS,"[('Eggs', 1), ('Pancake', 8), ('Cereal', 8)]",384.0,-37.7926313,144.9714012,0,6.985,11.8098317
ORDY06983,2018-08-18,15:36:20,Lunch,TP,"[('Chicken', 1), ('Salad', 1), ('Burger', 2)]",111.2,-37.8123922,144.9698729,0,8.579,13.4194579
ORDX06094,2018-02-09,09:10:59,Breakfast,BK,"[('Coffee', 2), ('Cereal', 9), ('Pancake', 7)]",373.75,-37.8051726,144.9282717,0,10.721,16.2247588
ORDY05286,2018-12-05,19:09:17,Dinner,TP,"[('Fish&Chips', 9), ('Salmon', 5), ('Pasta', 6), ('Shrimp', 3)]",847.0,-37.8189749,144.9549254,0,8.327,12.5470005
ORDC03317,2018-05-23,12:43:56,Lunch,NS,"[('Chicken', 2), ('Steak', 2), ('Fries', 7), ('Salad', 7), ('Burger', 10)]",668.4,-37.8152283,144.9879511,0,8.964,14.3682477
ORDI00636,2018-11-29,18:59:09,Dinner,NS,"[('Salmon', 7), ('Fish&Chips', 2), ('Shrimp', 1), ('Pasta', 5)]",548.5,-37.8161914,144.9770399,0,8.304,14.5887513
