order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDK00524,2018-07-08,14:15:12,Breakfast,BK,"[('Fries', 6), ('Salad', 1)]",89.2,-37.8084457,144.9767849,0,6.213,14.4578313
ORDY04165,2018-06-06,13:04:13,Lunch,TP,"[('Burger', 5), ('Chicken', 4)]",283.0,-37.802954,144.9359682,0,10.918,13.6151328
ORDB07677,2018-10-06,17:07:36,Breakfast,TP,"[('Salmon', 8), ('Pasta', 1)]",355.5,-37.8214499,144.9449342,0,9.175,14.4084198
ORDA02807,01-10-2018,17:07:36,Dinner,BK,"[('Shrimp', 1), ('Salmon', 4)]",218.0,-37.8049166,144.9692898,0,7.062,14.4490906
ORDY00672,2018-03-04,10:01:41,Breakfast,bk,"[('Coffee', 2), ('Eggs', 7), ('Pancake', 6)]",314.5,-37.8236483,144.940564,0,9.493,13.3683607
ORDI05938,2018-02-10,09:21:07,Breakfast,NS,"[('Pancake', 2), ('Coffee', 7), ('Eggs', 9), ('Cereal', 1)]",320.0,-37.8087625,144.9664167,0,7.159,14.0735659
ORDY10524,2018-05-21,12:33:48,Lunch,TP,"[('Chicken', 1), ('Steak', 9), ('Salad', 2)]",471.4,-37.8070287,144.9453277,0,4.952,13.4853769
ORDX04948,2018-08-15,15:26:11,Lunch,BK,"[('Burger', 6), ('Chicken', 7), ('Salad', 6)]",513.2,-37.8092956,144.9863171,0,5.354,10.7470806
ORDK00559,2018-05-02,12:03:22,Lunch,BK,"[('Salad', 8), ('Fries', 1), ('Steak', 2)]",239.6,-37.8208079,144.9277856,0,11.301,17.3224513
ORDC01890,2018-11-08,18:18:35,Dinner,NS,"[('Fish&Chips', 9), ('Pasta', 2), ('Salmon', 10)]",780.0,-37.8157776,144.9902006,0,9.165,15.1735667
ORDK06476,02-07-2018,14:05:04,Lunch,BK,"[('Salad', 5), ('Burger', 7), ('Chicken', 3), ('Steak', 2)]",489.0,-37.8129519,144.9634807,0,7.664,14.0712069
ORDZ06750,2018-07-03,14:05:04,Lunch,NS,"[('Chicken', 5), ('Burger', 5), ('Salad', 10), ('Fries', 8)]",583.0,-37.8090657,144.9634506,0,7.466,13.2047315
ORDA00970,2018-08-17,15:36:20,Lunch,BK,"[('Steak', 3), ('Burger', 10)]",492.6,-37.8172114,144.9524568,0,8.752,15.1159128
ORDI07962,2018-06-27,13:54:55,Lunch,NS,"[('Salad', 5), ('Burger', 4)]",210.0,-37.8040362,145.0063314,0,9.597,15.1933213
ORDA00686,2018-04-15,11:22:49,Lunch,BK,"[('Coffee', 1), ('Pancake', 8), ('Cereal', 6), ('Eggs', 10)]",547.5,-37.8135788,145.0107023,0,3.696,10.9669643
ORDK10681,2018-07-02,13:54:55,Lunch,BK,"[('Salmon', 5), ('Fries', 6), ('Chicken', 5), ('Steak', 1), ('Salad', 10)]",604.0,-37.8095207,144.9369169,0,10.038,15.9112536
ORDY06476,2018-09-24,16:47:19,Dinner,TP,"[('Pasta', 10), ('Shrimp', 4), ('Salmon', 9)]",860.0,-37.8160008,144.9652756,0,7.851,12.4847391
ORDB03250,2018-04-20,11:32:57,Breakfast,TP,"[('Pancake', 7), ('Cereal', 7), ('Eggs', 5), ('Coffee', 5)]",464.25,-37.8210762,144.9550144,0,8.186,10.6291427
ORDB00454,2018-28-04,11:53:14,Breakfast,TP,"[('Pancake', 7), ('Coffee', 6), ('Eggs', 9), ('Cereal', 4)]",496.75,-37.8043805,144.9523199,0,9.65,13.737921
ORDZ07335,2018-28-05,12:54:05,Lunch,NS,"[('Fries', 10), ('Steak', 4)]",300.0,-37.8096098,144.9552809,0,8.145,13.4861696
ORDI05927,2018-12-12,19:29:34,Dinner,NS,"[('Pasta', 3), ('Fish&Chips', 4), ('Salmon', 2), ('Shrimp', 3)]",466.5,-37.8143175,144.9655652,0,8.011,13.6428984
ORDC09164,2018-07-20,14:35:29,Lunch,NS,"[('Salad', 7), ('Burger', 2), ('Fries', 5), ('Chicken', 2), ('Steak', 4)]",486.4,-37.8143868,144.942835,0,9.474,14.9219045
ORDC10701,2018-01-30,08:50:42,Breakfast,NS,"[('Eggs', 3), ('Cereal', 2)]",108.0,-37.8195293,145.0083321,1,10.871,15.7596113
ORDB09874,2018-03-21,10:32:06,Breakfast,TP,"[('Eggs', 8), ('Cereal', 1)]",197.0,-37.8148803,144.96082,0,8.077,11.0224453
ORDY04120,2018-10-01,17:07:36,Lunch,TP,"[('Salmon', 2), ('Shrimp', 2), ('Fish&Chips', 1), ('Pasta', 9)]",472.5,-37.8118383,144.9753622,0,8.864,12.8499958
ORDX04636,2018-08-25,15:46:28,Lunch,BK,"[('Burger', 7), ('Salad', 4), ('Steak', 3), ('Fries', 3), ('Chicken', 9)]",761.0,-37.814673,144.9631686,0,7.879,15.7374387
ORDY01775,2018-02-07,09:10:59,Breakfast,TP,"[('Eggs', 1), ('Pancake', 2), ('Coffee', 7)]",123.0,-37.800384,144.9799401,0,9.139,12.951309
ORDI06318,2018-11-21,18:49:00,Dinner,NS,"[('Pasta', 7), ('Fish&Chips', 7), ('Salmon', 4), ('Shrimp', 1)]",655.5,144.9297269,-37.8030387,0,10.052,16.1895951
ORDJ01690,2018-04-15,11:22:49,Breakfast,TP,"[('Eggs', 9), ('Cereal', 7)]",377.25,-37.7891185,144.9380617,0,12.343,15.9343181
ORDK00757,2018-12-17,19:39:43,Dinner,BK,"[('Pasta', 4), ('Fish&Chips', 7)]",355.0,-37.8077181,144.9520858,0,8.568,15.2576349
ORDK07615,2018-02-24,09:41:24,Breakfast,BK,"[('Coffee', 9), ('Cereal', 9)]",256.5,37.8237966,144.9684956,0,8.117,15.2120613
ORDC08406,2018-05-27,12:43:56,Lunch,NS,"[('Steak', 10), ('Fries', 10), ('Chicken', 3)]",666.0,37.8253,144.9366512,0,11.033,19.1027034
ORDK10451,2018-07-24,14:45:38,Lunch,BK,"[('Burger', 3), ('Salad', 6)]",196.2,37.820778,144.9792131,0,7.081,12.7216189
ORDI01103,2018-02-09,09:10:59,Breakfast,NS,"[('Pancake', 10), ('Eggs', 2), ('Cereal', 3), ('Coffee', 3)]",372.0,-37.7993462,144.9592682,0,7.169,12.6752781
ORDY02558,2018-04-26,11:43:05,Breakfast,TP,"[('Pancake', 1), ('Coffee', 7)]",76.75,-37.8102365,144.9809359,0,9.372,12.2498192
ORDC09231,2018-03-13,10:21:58,Breakfast,NS,"[('Cereal', 4), ('Eggs', 3), ('Coffee', 2)]",165.0,-37.8254389,144.9812539,0,9.507,14.3842376
ORDI02639,2018-11-28,18:59:09,Dinner,ns,"[('Fish&Chips', 4), ('Shrimp', 8), ('Salmon', 2), ('Pasta', 8)]",874.0,-37.8181262,144.9755805,0,8.265,14.666559
ORDY10779,06-09-2018,16:16:54,Dinner,TP,"[('Shrimp', 1), ('Fish&Chips', 7)]",299.0,-37.8193872,144.9768168,0,8.591,12.5732004
ORDK01117,2018-02-11,09:21:07,Breakfast,BK,"[('Eggs', 3), ('Cereal', 7), ('Pancake', 1)]",237.25,37.8130921,144.9708751,0,7.061,14.2406824
ORDY02556,2018-01-07,08:10:08,Breakfast,TP,"[('Coffee', 6), ('Cereal', 1), ('Eggs', 7), ('Pancake', 3)]",292.75,-37.8125054,144.9375284,1,10.672,7.3200107
ORDA09398,2018-07-26,14:45:38,Lunch,BK,"[('Steak', 9), ('Burger', 9)]",684.0,-37.8041703,144.9676175,0,7.368,13.029269
ORDX08187,2018-12-26,19:49:51,Dinner,BK,"[('Fish&Chips', 5), ('Pasta', 10), ('Salmon', 1)]",491.0,-37.8118438,145.0004152,0,4.186,11.3641444
ORDB09481,2018-10-01,17:07:36,Dinner,TP,"[('Fish&Chips', 5), ('Shrimp', 1)]",229.0,-37.8040983,144.9334214,1,11.029,14.9926834
ORDX09076,2018-30-12,20:00:00,Dinner,BK,"[('Fish&Chips', 4), ('Salmon', 2), ('Pasta', 1)]",249.5,-37.8157365,144.9372803,0,10.03,19.0565036
ORDC06292,2018-03-02,09:51:32,Breakfast,NS,"[('Eggs', 7), ('Coffee', 1), ('Pancake', 9), ('Cereal', 10)]",589.75,37.8148797,144.9662658,0,8.011,13.3821819
ORDB09116,2018-07-30,14:55:46,Lunch,TP,"[('Salad', 4), ('Chicken', 3), ('Fries', 3), ('Burger', 9), ('Pancake', 9)]",884.8,-37.8121563,144.9737432,0,8.791,12.4769672
ORDJ05347,2018-10-19,17:38:01,Dinner,TP,"[('Pasta', 7), ('Salmon', 3)]",315.5,-37.8187135,144.9670491,0,7.561,11.57068
ORDI10035,2018-03-20,10:32:06,Breakfast,NS,"[('Eggs', 2), ('Pancake', 4), ('Coffee', 8)]",201.0,-37.8108822,144.9589878,0,7.866,12.8194721
ORDK08337,2018-02-08,09:10:59,Breakfast,BK,"[('Cereal', 10), ('Pancake', 9), ('Coffee', 5)]",465.75,-37.8178976,144.9485457,0,9.139,13.399633
ORDY01281,2018-09-05,16:06:45,Dinner,TP,"[('Shrimp', 1), ('Salmon', 8), ('Fish&Chips', 8), ('Pasta', 3)]",744.5,-37.8187161,144.9168055,0,9.386,14.6131168
ORDX04071,2018-04-26,11:43:05,Breakfast,BK,"[('Cereal', 4), ('Coffee', 1), ('Eggs', 7), ('Pancake', 9)]",463.75,37.8185129,144.9671482,0,7.562,12.717406
ORDB01334,2018-11-15,18:28:43,Dinner,TP,"[('Fish&Chips', 4), ('Chicken', 5), ('Salmon', 10), ('Shrimp', 3)]",849.5,-37.8101553,144.9638469,0,8.592,12.6658329
ORDY01065,2018-07-09,14:15:12,Lunch,TP,"[('Chicken', 5), ('Fries', 9), ('Burger', 9)]",547.0,-37.816609,144.9494845,0,9.027,12.668343
ORDY04886,2018-19-02,09:31:16,Breakfast,TP,"[('Coffee', 9), ('Cereal', 4)]",151.5,-37.8063406,144.9453799,0,9.987,12.8127274
ORDI04553,2018-02-26,09:51:32,Breakfast,NS,"[('Cereal', 7), ('Coffee', 4), ('Eggs', 5)]",287.0,-37.8106902,144.9773692,0,7.759,12.6676841
ORDX09907,2018-08-05,15:05:54,Lunch,BK,"[('Steak', 10), ('Chicken', 9), ('Burger', 3), ('Salad', 9), ('Fries', 7)]",1069.8,-37.8123649,144.9544336,0,8.276,16.2608968
ORDX09882,2018-03-05,10:01:41,Breakfast,BK,"[('Coffee', 6), ('Eggs', 8), ('Cereal', 9), ('Pancake', 2)]",458.5,-37.7914845,144.9367602,1,10.889,15.5666081
ORDX01096,2018-09-28,16:57:27,Dinner,BK,"[('Shrimp', 4), ('Fish&Chips', 4), ('Salmon', 2), ('Pasta', 7)]",630.5,-37.8073472,144.9428177,0,9.442,16.5144556
ORDZ07718,2018-04-15,11:22:49,Breakfast,NS,"[('Eggs', 6), ('Pancake', 6), ('Cereal', 8)]",445.5,-37.8165205,144.9859039,0,8.85,16.3371641
ORDK02853,2018-12-01,19:09:17,Dinner,BK,"[('Shrimp', 3), ('Fish&Chips', 4), ('Salmon', 7)]",589.0,-37.8186702,144.9664974,0,7.676,17.6907294
ORDZ01519,2018-08-03,15:05:54,Lunch,NS,"[('Fries', 7), ('Salad', 4), ('Steak', 10), ('Chicken', 3)]",698.8,-37.8142312,144.9856734,0,8.659,13.656468
ORDA01226,12-03-2018,10:11:49,Breakfast,BK,"[('Cereal', 1), ('Pancake', 10), ('Eggs', 8)]",439.5,-37.8144826,144.9998993,0,4.486,9.1633662
ORDK02793,2018-02-21,09:41:24,Breakfast,BK,"[('Pancake', 1), ('Coffee', 6)]",69.25,-37.8160743,144.9618672,0,7.976,12.9017961
ORDC01149,04-08-2018,15:05:54,Lunch,NS,"[('Burger', 5), ('Fries', 10), ('Chicken', 7), ('Steak', 4), ('Salad', 7)]",799.4,-37.8038748,144.9496453,0,8.373,15.9890869
ORDI02172,2018-09-13,16:27:02,Dinner,NS,"[('Fish&Chips', 2), ('Salmon', 6), ('Pasta', 3)]",398.5,-37.8131307,144.9656253,0,7.803,13.4561435
ORDB03255,2018-02-02,09:00:50,Breakfast,TP,"[('Pancake', 8), ('Eggs', 5)]",304.0,-37.7993649,144.9929695,0,6.545,13.3663584
ORDI00831,2018-01-22,08:40:33,Breakfast,ns,"[('Cereal', 6), ('Coffee', 5), ('Pancake', 7), ('Eggs', 2)]",377.25,-37.8126219,144.972486,0,7.629,12.7171086
ORDZ10123,2018-11-02,18:08:27,Dinner,NS,"[('Shrimp', 6), ('Fish&Chips', 9), ('Salmon', 8)]",967.0,-37.8195343,144.9415961,1,9.94,15.9510454
ORDI10946,2018-10-22,17:48:10,Dinner,NS,"[('Eggs', 2), ('Salmon', 9)]",439.0,-37.8200091,144.9614545,0,8.918,15.1289126
ORDC10308,2018-06-10,13:14:21,Lunch,NS,"[('Steak', 4), ('Fries', 8)]",276.0,-37.8137982,144.9541247,0,8.506,16.3634236
ORDX10507,2018-07-23,14:45:38,Lunch,BK,"[('Burger', 4), ('Steak', 1), ('Fries', 5)]",229.0,-37.8116662,144.9902029,0,10.232,10.623153
ORDX02579,2018-02-01,09:00:50,Breakfast,BK,"[('Cereal', 3), ('Pancake', 5)]",184.25,-37.8205809,144.9791177,0,7.173,12.0379074
ORDC09753,2018-09-22,16:47:19,Dinner,NS,"[('Fish&Chips', 5), ('Shrimp', 2), ('Burger', 1), ('Pasta', 1)]",351.5,-37.7994083,144.9365256,0,9.242,17.8476731
ORDB03228,2018-10-17,17:38:01,Dinner,TP,"[('Shrimp', 6), ('Fish&Chips', 6), ('Pancake', 6), ('Salmon', 10)]",1109.0,-37.8022987,144.9522544,0,10.003,13.9673144
ORDI00804,2018-04-08,11:12:40,Lunch,NS,"[('Coffee', 2), ('Cereal', 9), ('Pancake', 3)]",276.75,-37.8147513,144.96288,0,8.271,14.7435208
ORDB08881,2018-02-14,09:21:07,Breakfast,TP,"[('Pancake', 7), ('Coffee', 1), ('Eggs', 6)]",309.25,-37.8114979,145.0097451,1,11.883,14.3167495
ORDY09745,2018-03-08,10:11:49,Breakfast,TP,"[('Coffee', 10), ('Pancake', 3), ('Cereal', 6), ('Eggs', 10)]",493.75,-37.8162328,144.9644965,0,7.838,10.8089216
ORDY02544,2018-03-11,10:11:49,Breakfast,TP,"[('Cereal', 4), ('Coffee', 10), ('Eggs', 10), ('Pancake', 7)]",548.75,-37.8045307,144.963331,0,9.241,12.9113008
ORDI07769,2018-06-28,13:54:55,Lunch,NS,"[('Chicken', 5), ('Burger', 1)]",383.5,-37.8026378,144.9454626,0,8.611,13.80188
ORDY02130,2018-06-09,13:14:21,Lunch,TP,"[('Steak', 2), ('Burger', 2), ('Fries', 3), ('Salad', 6), ('Chicken', 8)]",547.2,-37.8183988,144.9787977,0,9.158,14.5933667
ORDY05878,2018-01-07,08:10:08,Breakfast,TP,"[('Cereal', 8), ('Pancake', 1), ('Coffee', 6)]",237.25,-37.8122697,144.9371864,0,10.668,7.2124987
ORDC08454,2018-03-09,10:11:49,Breakfast,NS,"[('Cereal', 6), ('Coffee', 10), ('Eggs', 7), ('Pancake', 2)]",403.5,-37.8070375,144.9764039,0,7.226,12.1723729
ORDJ09091,2018-05-22,12:33:48,Lunch,BK,"[('Steak', 6), ('Salad', 6), ('Fries', 7), ('Burger', 9)]",736.2,-37.8175502,144.9672251,0,7.716,11.5005187
ORDI01122,2018-10-28,17:58:18,Dinner,NS,"[('Fish&Chips', 2), ('Salmon', 4), ('Shrimp', 6)]",558.0,-37.8098883,144.9477015,0,7.532,17.60558
ORDY07415,2018-08-19,15:36:20,Lunch,TP,"[('Salad', 9), ('Steak', 1), ('Chicken', 9)]",487.8,-37.8139516,144.9645545,0,8.318,13.0318372
ORDY09220,2018-12-02,19:09:17,Dinner,TP,"[('Salmon', 8), ('Shrimp', 4)]",544.0,-37.8139643,144.9713412,0,8.916,14.0840094
ORDY02991,2018-09-21,16:47:19,Dinner,TP,"[('Shrimp', 7), ('Fish&Chips', 2), ('Pasta', 8)]",668.0,-37.8200571,144.9583373,1,7.881,12.2167428
ORDB03297,2018-10-07,17:17:44,Dinner,TP,"[('Salmon', 6), ('Fish&Chips', 5)]",421.0,-37.8021162,144.9662039,0,9.633,15.6533125
ORDX02754,2018-07-12,14:15:12,Lunch,BK,"[('Burger', 8), ('Salad', 5), ('Fries', 3)]",755.5,-37.8166314,145.0073694,0,3.986,9.9278949
ORDC08571,2018-09-13,16:27:02,Dinner,NS,"[('Fish&Chips', 6), ('Coffee', 1), ('Shrimp', 2), ('Pasta', 10)]",634.0,-37.80317,144.9571893,0,7.652,13.9554812
ORDJ05609,2018-04-09,11:12:40,Dinner,TP,"[('Eggs', 1), ('Coffee', 1), ('Cereal', 10), ('Pancake', 1)]",263.75,-37.8024309,144.9436393,0,10.403,13.3776832
ORDJ01964,2018-01-06,08:10:08,Breakfast,bk,"[('Cereal', 2), ('Pancake', 9), ('Eggs', 1), ('Coffee', 7)]",334.75,-37.8097118,144.9765548,1,9.141,6.164114
ORDA00953,2018-01-21,08:40:33,Breakfast,BK,"[('Pancake', 8), ('Eggs', 9)]",392.0,-37.8063068,144.9644083,0,7.369,14.8792825
ORDX01232,2018-12-04,19:09:17,Dinner,BK,"[('Pasta', 7), ('Salmon', 4)]",356.5,-37.8106776,145.0006474,0,4.083,10.7255303
ORDB07482,2018-10-22,17:38:01,Dinner,TP,"[('Shrimp', 4), ('Salmon', 3)]",339.0,-37.8026269,144.9819502,0,10.27,14.2085312
ORDY09713,2018-04-27,11:53:14,Breakfast,TP,"[('Coffee', 10), ('Pancake', 6)]",486.0,-37.8232442,144.9680212,0,7.967,10.6408522
ORDB08996,2018-07-10,14:15:12,Lunch,TP,"[('Salad', 3), ('Burger', 1), ('Steak', 5), ('Chicken', 8)]",563.6,-37.8000371,144.9744259,0,10.139,13.4827639
ORDA05169,2018-07-17,14:25:21,Lunch,BK,"[('Burger', 9), ('Steak', 3), ('Fries', 7), ('Chicken', 6)]",690.0,-37.8169838,144.977853,1,6.783,12.8695095
ORDX00541,2018-09-12,16:27:02,Dinner,BK,"[('Eggs', 6), ('Pasta', 1), ('Fish&Chips', 3)]",456.5,-37.804452,144.9262237,0,10.869,18.2269485
ORDK00510,2018-05-19,12:33:48,Lunch,BK,"[('Chicken', 9), ('Fries', 1), ('Burger', 6), ('Steak', 3)]",634.0,-37.8035554,144.9545895,0,8.28,16.7991378
ORDY08661,2018-02-23,09:41:24,Breakfast,TP,"[('Eggs', 2), ('Coffee', 5), ('Cereal', 7), ('Steak', 5)]",349.75,-37.8191916,144.9340419,0,10.161,12.9896385
ORDI01316,2018-09-28,16:57:27,Dinner,NS,"[('Pancake', 1), ('Fish&Chips', 7)]",286.0,-37.8003501,144.9501888,0,8.077,14.31155
ORDX06647,2018-06-19,13:34:38,Lunch,BK,"[('Chicken', 2), ('Fries', 3)]",100.0,-37.8240925,145.0028527,1,5.122,10.4814987
ORDC00560,2018-01-18,08:30:25,Breakfast,NS,"[('Coffee', 6), ('Cereal', 4), ('Pancake', 1), ('Eggs', 7)]",307.25,-37.8202944,145.0144523,1,11.429,8.5369199
ORDC04683,2018-14-11,18:28:43,Dinner,NS,"[('Salmon', 8), ('Shrimp', 9)]",814.0,-37.8016723,144.9849211,0,7.495,14.1217536
ORDK09632,2018-08-09,15:16:03,Lunch,BK,"[('Steak', 1), ('Chicken', 8), ('Salad', 9), ('Fries', 3), ('Burger', 6)]",677.8,-37.8224736,144.955746,0,8.675,14.8608375
ORDJ05768,2018-07-21,14:35:29,Lunch,TP,"[('Fries', 10), ('Pasta', 4), ('Steak', 6), ('Chicken', 10)]",834.0,-37.822344,144.9682038,0,7.878,13.1520174
ORDK00020,2018-16-04,11:22:49,Breakfast,BK,"[('Pancake', 2), ('Coffee', 8), ('Cereal', 9)]",297.5,-37.8136016,144.9572596,0,8.128,13.5377484
ORDC06554,08-09-2018,16:16:54,Dinner,NS,"[('Salmon', 10), ('Pasta', 8)]",630.0,-37.8009652,145.0120164,0,10.097,18.9266228
ORDK02526,2018-08-10,15:16:03,Lunch,BK,"[('Chicken', 3), ('Burger', 1), ('Salad', 5), ('Fries', 3)]",249.0,37.8177321,144.9511468,0,9.115,15.2632351
ORDK09232,2018-11-25,18:49:00,Dinner,BK,"[('Shrimp', 6), ('Pasta', 6), ('Salmon', 7), ('Fish&Chips', 6)]",986.0,-37.8213116,144.9832925,1,6.492,16.3355009
ORDJ08550,2018-02-21,09:41:24,Breakfast,TP,"[('Cereal', 5), ('Eggs', 4), ('Coffee', 10), ('Pancake', 7)]",437.75,-37.8049521,144.9953579,0,11.119,13.2368921
ORDB01324,2018-13-01,08:20:16,Breakfast,TP,"[('Eggs', 4), ('Coffee', 10)]",163.0,-37.8177924,144.9678069,1,7.725,6.0912018
ORDI02252,2018-07-23,14:45:38,Lunch,NS,"[('Burger', 6), ('Salad', 10), ('Steak', 3)]",493.0,-37.8240632,145.0121007,0,11.656,16.5199499
ORDB07528,2018-05-21,12:33:48,Lunch,TP,"[('Steak', 5), ('Coffee', 4)]",353.0,-37.8154782,144.95394,0,8.64,12.3640242
ORDA09171,2018-07-30,14:55:46,Lunch,BK,"[('Steak', 1), ('Fries', 10), ('Salad', 1), ('Burger', 1)]",213.2,144.9723552,-37.8096117,0,6.734,12.5307664
ORDX02857,2018-10-28,17:58:18,Dinner,BK,"[('Pasta', 4), ('Salmon', 1), ('Shrimp', 4), ('Fish&Chips', 4)]",507.0,-37.8096634,144.9475724,0,9.024,18.2663215
ORDJ03479,2018-04-10,11:12:40,Breakfast,TP,"[('Pancake', 8), ('Eggs', 4)]",282.0,-37.8101135,144.9049074,0,13.423,15.1675919
ORDI06039,2018-06-15,13:24:30,Lunch,NS,"[('Chicken', 2), ('Steak', 6), ('Burger', 5), ('Salad', 6), ('Fries', 6)]",664.2,-37.8135027,144.9656729,0,7.843,13.4472055
ORDX03718,2018-07-07,14:15:12,Lunch,BK,"[('Salad', 9), ('Steak', 4), ('Chicken', 6)]",526.8,-37.8187309,144.961279,0,8.035,16.2484911
ORDZ05522,2018-06-10,13:14:21,Lunch,NS,"[('Salad', 9), ('Fries', 5), ('Steak', 10), ('Burger', 3), ('Chicken', 4)]",885.8,-37.82305,144.95599,0,9.667,17.2629783
ORDY04015,2018-07-10,14:15:12,Lunch,BK,"[('Burger', 5), ('Chicken', 7)]",379.0,-37.8243679,144.9828821,0,8.907,12.3201657
ORDB00784,2018-05-11,12:13:31,Lunch,TP,"[('Salad', 1), ('Burger', 6), ('Chicken', 5)]",363.2,-37.8112815,145.0020726,0,11.164,14.3256273
ORDZ04388,2018-11-13,18:28:43,Dinner,tp,"[('Shrimp', 2), ('Fish&Chips', 10), ('Pasta', 5), ('Salmon', 2)]",677.5,-37.8064157,144.9440786,0,9.074,15.0046029
ORDJ10138,2018-09-22,16:47:19,Dinner,TP,"[('Pancake', 9), ('Shrimp', 1), ('Fish&Chips', 8)]",581.5,-37.8080901,144.9751078,0,9.298,15.2756257
ORDC08674,2018-01-15,08:20:16,Breakfast,NS,"[('Coffee', 9), ('Pancake', 7), ('Cereal', 8), ('Eggs', 10)]",625.25,-37.815726,144.9218574,1,11.603,8.1372429
ORDJ08336,2018-08-29,15:56:37,Lunch,tp,"[('Steak', 8), ('Chicken', 7)]",584.0,-37.8173643,144.9460147,0,9.356,13.1890997
